,제목,가수,가사,좋아요
78,Price Tag (feat. B.O.B.),Jessie J(제시 제이),"O.K
Call corner mind
Moon head-
I'm P-
You raedy!


Seems like everybody's got a price
I wonder how they sleep at night
When the sale comes first
And the truth comes second Just
stop, for a minute and Smile,

Why is everybody so serious
Acting so damn mysterious
You got your shades on your eyes
And your heels so high
That you can't even have a good time

Everybody look to their left
Everybody look to their right
Can you feel that, yeah
We'll pay 'em with love tonight...


It's not about the money, money, money
We don't need your money, money, money
We just wanna make the world dance,
Forget about the Price Tag

Ain't about the, uh Cha-Ching Cha-Ching
Ain't about the, yeah Ba-Bling Ba-Bling
Wanna make the world dance
Forget about the Price Tag

(Okay)

We need to take it back in time
When music made us all unite
And it wasn't low blows and video hoes
Am I the only one gettin'
tired? Why is everybody so obsessed?
Money can't buy us happiness
Can we all slow down and enjoy right now
Guarantee we'll be feelin' All right

Everybody look to their left
Everybody look to their right
Can you feel that, yeah
We'll pay 'em with love tonight...


It's not about the money, money, money
We don't need your money, money, money
We just wanna make the world dance
Forget about the Price Tag

Ain't about the, uh Cha-Ching Cha-Ching
Ain't about the, yeah Ba-Bling Ba-Bling
Wanna make the world dance
Forget about the Price Tag


[B.o.B] Yeah, yeah
Well, keep the price tag
And take the cash back
Just give me six streams and a half stack
And you can, can keep the cars
Leave me the garage
And all I..
Yes all I need are keys and guitars

And guess what, in 30 seconds I'm leaving to Mars
Yeah, we leaving across these undefeatable odds
It's like this man, you can't put a price on the life
We do this for the love so we fight and sacrifice everynight

So we ain't gon' stumble and fall never
Waitin' to see, us in a sign of defeat, uh, uh
So we gon' keep everyone moving their feet
So bring back the beat and then everyone sing


(It's not about the money) It's not about the
money, money, money
We don't need your money, money, money
We just wanna make the world dance,
Forget about the Price Tag

Ain't about the, uh Cha-Ching Cha-Ching
Ain't about the, yeah Ba-Bling Ba-Bling
Wanna make the world dance
Forget about the Price Tag


It's not about the money, money, money
We don't need your money, money, money
We just wanna make the world dance,
Forget about the Price Tag

Ain't about the, yeah Cha-Ching Cha-Ching
Ain't about the, ho Ba-Bling Ba-Bling
Wanna make the world dance
Forget about the Price Tag


Yeah, yeah
Oooooh
Forget about the price tag
monakagod 님이 등록해 주신 가사입니다.
가사 오류 제보","3,828"
79,Imagine (Remastered 2010),John Lennon(존 레논),"Imagine there's no heaven 
it's easy if you try 
No hell below us 
above us 
only sky 
Imagime all the people 
living for today ahaa

Imagine there's no countries 
it isn't hard to do 
Nothing to kill or die for 
and no religion too 
Imagime all the people 
living life in peace.. you 

You may say I'm a dreamer 
but I'm not the only one 
I hope someday 
you'll join us 
and the world will be one 

Imagine no possessions 
I wonder if you can 
No need for greed nor hunger 
a brotherhood 
of man 
Imagine all the people 
sharing all the world.. you 

You may say I'm a dreamer 
but I'm not the only one 
I hope someday 
you'll join us 
and the world will be one
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",168
80,Honesty,Billy Joel(빌리 조엘),"If you search for tenderness
It isn't hard to find
You can have the love
you need to live
But if you look for truthfulness
You might just as well be blind
It always seems to be
so hard to give

Honesty is such a lonely word
Everyone is so untrue
Honest is hardly ever heard
And mostly what I need
from you

I can always find someone
To say they sympathize
If I wear my heart out
on my sleeve
But I don't want some pretty face
To tell me pretty lies
All I want is someone to believe

I can find a lover
I can find a friend
I can have security
Until the bitter end
Anyone can comfort me
With promises again
I know, I know

When I'm deep inside of me
Don't be too concerned
I won't ask for nothin'
while I'm gone
But when I want sincerity
Tell me where else can I turn
Because you're the one
that I depend upon
pump12000 님이 등록해 주신 가사입니다.
가사 오류 제보","2,821"
81,Shut Up and Dance,Walk The Moon(워크 더 문),"Oh don't you dare look back
Just keep your eyes on me
I said you're holding back,
She said shut up and dance with me
This woman is my destiny
She said oh oh oh
Shut up and dance with me

We were victims of the night
The chemical, physical, kryptonite
Helpless to the bass and faded light
Oh we were born to get together
Born to get together

She took my arm
I don't know how it happened
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me
I said you're holding back
She said shut up and dance with me
This woman is my destiny
She said oh oh oh
Shut up and dance with me

A backless dress and some beat up sneaks
My discotheque, Juliet teenage dream
I felt it in my chest as she looked at me
I knew we were born to be together
Born to be together

She took my arm
I don't know how it happened
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me
I said you're holding back
She said shut up and dance with me
This woman is my destiny
She said oh oh oh
Shut up and dance with me

Deep in her eyes
I think I see the future
I realize this is my last chance

She took my arm
I don't know how it happened
We took the floor and she said

Oh don't you dare look back
Just keep your eyes on me
I said you're holding back
She said shut up and dance with me
This woman is my destiny
She said oh oh oh
Shut up and dance

Oh don't you dare look back
Just keep your eyes on me
I said you're holding back
She said shut up and dance with me
This woman is my destiny
She said oh oh oh
Shut up and dance with me

Oh oh oh shut up dance with me 
Oh oh oh shut up dance with me
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","5,103"
82,One More Night,Maroon 5(마룬 파이브),"You & I go on hard at each other like we're going to war.
You & I go rough, we keep throwing things & slamming the door.
You & I get so damn dysfunctional, we start keeping score.
You & I get sick, yeah, I know we can't do this no more.

But baby there you go again, there you go again, making me love you.
Yeah I stopped using my head, using my head, let it all go.
I got you stuck on my body, on my body, like a tattoo.
And now I'm feeling stupid, feeling stupid, crawling back to you.

So I cross my heart & I hope to die
That I will only stay with you one more night
And I know I said it a million times
But I'll only stay with you one more night

Trying to tell you ""no"" but my body keeps on telling you ""yes"".
Trying to tell you to stop, but your lipstick got me so out of breath.
I'd be waking up in the morning, probably hating myself.
And I'd be waking up, feeling satisfied but guilty as hell.

But baby there you go again, there you go again, making me love you.
Yeah I stopped using my head, using my head, let it all go.
I got you stuck on my body, on my body, like a tattoo.
And now I'm feeling stupid, feeling stupid, crawling back to you.

So I cross my heart & I hope to die
That I will only stay with you one more night
And I know I said it a million times
But I'll only stay with you one more night

Yeah baby give me one more night 
Yeah baby give me one more night 
Yeah baby give me one more night 

But baby there you go again, there you go again, making me love you.
Yeah I stopped using my head, using my head, let it all go.
Got you stuck on my body, on my body, like a tattoo.
Yeah, yeah, yeah, yeah

So I cross my heart & I hope to die
That I will only stay with you one more night
And I know I said it a million times
But I'll only stay with you one more night
(Yeah baby give me one more night)

So I cross my heart & I hope to die (yeah, yeah)
That I will only stay with you one more night (yeah, yeah)
And I know I said it a million times (yeah, yeah)
But I'll only stay with you one more night (yeah, yeah)
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","3,299"
83,No Such Thing,John Mayer(존 메이어) CONNECT 아티스트,"""Welcome to the real world"", she said to me
Condescendingly
Take a seat
Take your life
Plot it out in black and white
Well I never lived the dreams of the prom kings
And the drama queens
I'd like to think the best of me
Is still hiding
Up my sleeve

They love to tell you
Stay inside the lines
But something's better
On the other side

I wanna run through the halls of my high school
I wanna scream at the
Top of my lungs
I just found out there's no such thing as the real world
Just a lie you've got to rise above

So the good boys and girls take the so called right track
Faded white hats
Grabbing credits
Maybe transfers
They read all the books but they can't find the answers
And all of our parents
They're getting older
I wonder if they've wished for anything better
While in their memories
Tiny tragedies

They love to tell you
Stay inside the lines
But something's better
On the other side

I wanna run through the halls of my high school
I wanna scream at the
Top of my lungs
I just found out there's no such thing as the real world
Just a lie you got to rise above

I am invincible
As long as I'm alive

I wanna run through the halls of my high school
I wanna scream at the
Top of my lungs
I just found out there's no such thing as the real world
Just a lie you've got to rise above

I just can't wait til my 10 year reunion
I'm gonna bust down the double doors
And when I stand on these tables before you
You will know what all this time was for
psp337 님이 등록해 주신 가사입니다.
가사 오류 제보","2,722"
84,Reason To Stay,Olivia Dean,"You've given your statement
The place and the time
You said a misunderstanding that's all it was
I should believe you
We can't build love on a lie
But I'm starting to doubt you I wonder why
If you say you love me don't go
And waste me time
If you want my love you better mean it
One of these days if you can't behave
I'm leaving if you leave me no reason
If you say you love me
Don't go play on my mind
If you're promising me you better keep it
One of these days if you can't behave
I'm leaving if you leave me no reason to stay
It's cool to be honest it don't cost you to care
And trust is a virtue that we should share
I'd never decieve you
I hope you'd treat me the same
But I'm starting to question what you say
If you say you love me
Don't go and waste me time
If you want my love you better mean it
One of these days if you can't behave
I'm leaving if you leave me no reason
If you say you love me
Don't go play on my mind
If you're promising me you better keep it
One of these days if you can't behave
I'm leaving if you leave me no reason to stay
Give me a reason to I need a reason to
Give me a reason to I need a reason to
Give me a reason to I need a reason to
Give me a reason to I need a reason to
Give me a reason to I need a reason to
If you say you love me don't go
And waste my time
If you want my love you better mean it
One of these days if you can't behave
I'm leaving if you leave me no reason
If you say you love me
Don't go play on my mind
If you're promising me you better keep it
One of these days if you can't behave
I'm leaving if you leave me no reason to stay
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",711
85,cowboy in LA,LANY(레이니),"Palm trees square dancing under the moon
Sunsets they ain't got nothing on you
And the purple in the sky
ain't as pretty as your eyes
Tell me what I gotta do
When you're with me
it's better than Malibu
Let's skip the club let's skip the crowd
Wanna take you on a date
I'll hold your hand I'll hold the door
'Cause that's how I was raised
And all the other boys in town
all look and talk the same
But I got a different kind of heart
I'm a cowboy
A cowboy in LA
A cowboy in LA
Thunder pickups and cheap gasoline
Lightning best show that I've ever seen
And you get up every day
and you work hard for your pay
Happy in a pair of jeans
Oklahoma it made a man out of me
Let's skip the club let's skip the crowd
Wanna take you on a date
I'll hold your hand I'll hold the door
'Cause that's how I was raised
Yeah all the other boys in town
all look and talk the same
But I got a different kind of heart
I'm a cowboy
A cowboy in LA
A cowboy in LA
And we can take it slow
This ain't a rodeo
I can show you something new
Let's skip the club let's skip the crowd
Wanna take you on a date
I'll hold your hand I'll hold the door
'Cause that's how I was raised
And all the other girls in town
won't look at you the same
cuz I got a different kind of heart
I'm a cowboy
They got a cowboy in LA
A cowboy in LA
Palm trees square dancing under the moon
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",899
86,Memories,Maroon 5(마룬 파이브),"Here's to the ones that we got
Cheers to the wish you were here,
 but you're not
 'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back, 
memories bring back you


There's a time that I remember, 
when I did not know no pain
When I believed in forever, 
and everything would stay the same
Now my heart feel like December 
when somebody say your name
'Cause I can't reach out to call you,
 but I know I will one day, yeah


Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy


Here's to the ones that we got
Cheers to the wish you were here,
 but you're not
'Cause the drinks bring back all the memories
Of everything we've been through
Toast to the ones here today
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories
And the memories bring back,
 memories bring back you



Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, 
memories bring back you


There's a time that I remember 
when I never felt so lost
When I felt all of the hatred 
was too powerful to stop (Ooh, yeah)
Now my heart feel like an ember 
and it's lighting up the dark
I'll carry these torches for ya 
that you know I'll never drop, yeah

Everybody hurts sometimes
Everybody hurts someday, ayy-ayy
But everything gon' be alright
Go and raise a glass and say, ayy


Here's to the ones that we got (Oh-oh)
Cheers to the wish you were here, 
but you're not
'Cause the drinks bring back all the memories
Of everything we've been through (No, no)
Toast to the ones here today (Ayy)
Toast to the ones that we lost on the way
'Cause the drinks bring back all the memories (Ayy)
And the memories bring back, 
memories bring back you

Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo
Memories bring back, 
memories bring back you
Doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo-doo
Doo-doo-doo-doo, doo-doo-doo (Ooh, yeah)
Memories bring back,
 memories bring back you


Yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, no, no
Memories bring back, 
memories bring back you



...*




This song is a reflective look back at the past,
while also paying homage to those in our lives
who may no longer be with us.

(먼저 떠나간, 소중한 추억을 함께 했던 이들을 그리워하며..)


Structurally, the song is a reimagining of 
Pachelbel's Canon"" , 
a famous late 17th/early 18th century canon created 
by German Baroque compose Johann Pachebel.

The progression of ""Memories"" borrows 
from the harmonic sequence of "" Pachabel's Canon"".


...*
marie 님이 등록해 주신 가사입니다.
가사 오류 제보",323
87,Walking with You,Novelbright,"数え切れないほどの想いを
今ならきっとあなたに届くように叫ぶよ

いつからかその目に映る景色全てが
まるで光の無い闇の中を見ているよう
悲しみに怯え逃げ出しそうになった時
あなたがくれた言葉に救われたんだよ

鏡に映る自分が徐々に徐々に
魔法がかかったように変わっていくけど
相変わらず無邪気な笑顔の
あなたを見ていたいから

数え切れないほどの想いを
いつまでも贈り続けてくんだずっとずっと先も
繰り返し心に誓うよ
手を握りずっとそばにいるんだそして決して離さないよ

I make up self mind.
that I'm just keeping to go my Chose way from now on.
somebody cannot stop me.
No matter what you said,
No matter what you thought.

心が折れかけ諦めそうな時も
何も言わずただ抱きしめてくれた

時々君の言葉は理不尽で
苛立ちを覚えるような瞬間もあるけど
そんな君が僕は愛しくてこの手で守りたい

移り変わり行く季節を
この目であなたと眺めていたいな
どんな色でも愛することができそう
絵に描いたような幸せを掴み取ろう

50年後の未来もきっと
知らぬ間に幸せの意味を見つけ出しているんだ
世界中の誰よりもずっと
この先もあなたと二人でもっともっと前へ歩きたい Oh..
輝く星のような君となら
数え切れないほどの願いを
いくらでも叶えて行けるはずさ
何度だってずっと We can do it.
taskinst 님이 등록해 주신 가사입니다.
가사 오류 제보",325
88,Take Me To Church,Hozier(호지어),"My lovers got humour
She’s the giggle at a funeral
Knows everybody’s disapproval
I should’ve worshiped her sooner
If the heavens ever did speak
She’s the last true mouthpiece
Every Sundays getting more bleak
A fresh poison each week
We were born sick you heard them say it
My Church offers no absolutes
She tells me Worship in the bedroom
The only heaven i’ll be sent to
Is when I’m alone with you?
I was born sick
But I love it
Command me to be well
Amen Amen Amen Amen
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
And you can sharpen your knife
Offer me that deathless death
Good God let me give you my life
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
And you can sharpen your knife
Offer me that deathless death
Good God let me give you my life
If I’m a pagan of the good times
My lovers the sunlight
To keep the Goddess on my side
She demands a sacrifice
Drain the whole sea
Get something shiny
Something meaty for the main course
That’s a fine looking high horse
What you got in the stable?
We’ve a lot of starving faithful
That looks tasty
That looks plenty
This is hungry work
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
So you can sharpen your knife
Offer me my deathless death
Good God let me give you my life
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
And you can sharpen your knife
Offer me that deathless death
Good God let me give you my life
No Masters or Kings
When the Ritual begins
There is no sweeter innocence than 
Our gentle sin
In the madness 
And soil of that sad earthly scene
Only then I am Human
Only then I am Clean
Amen Amen Amen Amen
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
And you can sharpen your knife
Offer me that deathless death
Good God let me give you my life
Take me to church
I’ll worship like a dog at the shrine of your lies
I’ll tell you my sins 
And you can sharpen your knife
Offer me that deathless death
Good God let me give you my life
dls5***@naver.com 님이 등록해 주신 가사입니다.
가사 오류 제보","3,657"
89,恋 / Koi,Gen Hoshino(호시노 겐/星野 源),"営みの
이토나미노
일로 분주하던

街が暮れたら色めき
마치가 쿠레타라 이로메키
길거리가 반짝이며 잠들면

風たちは運ぶわ
카제타치와 하코부와
바람들이 실어 나르네

カラスと人々の群れ
카라스토 히토비토노 무레
까마귀와 수많은 사람들

意味なんか
이미난카
의미 같은 건

ないさ暮らしがあるだけ
나이사 쿠라시가 아루다케
없어 그저 살아갈 뿐

ただ腹を空かせて
타다 하라오 스카세테
그저 고픈 배를 안고

君の元へ帰るんだ
키미노 모토에 카에룬다
네 곁으로 돌아가는 거야

物心ついたらふと
모노고토로 츠이타라 후토
철이 들 무렵 문득

見上げて思うことが
미아게테 오모우 코토가
새삼스레 대단하다 느껴진 건

この世にいる誰も
코노 요니 이루 다레모
이 세상에 살아가는 모두가

二人から
후타리카라
두 사람으로부터

胸の中にあるもの
무네노 나카니 아루 모노
가슴 안에 있는 것

いつか見えなくなるもの
이츠카 미에나쿠 나루 모노
언젠가 볼 수 없게 되는 것

それは側にいること
소레와 소바니 이루 코토
그건 곁에 있는 것

いつも思い出して
이츠모 오모이다시테
늘 잊지 않도록 해

君の中にあるもの
키미노 나카니 아루 모노
네 안에 있는 것

距離の中にある鼓動
쿄리노 나카니 아루 코도-
거리 안에 있는 고동

恋をしたの貴方の
코이오 시타노 아나타노
사랑하게 됐어 당신의

指の混ざり 頬の香り
유비노 마자리 호호노 카오리
살며시 잡은 손과 두 뺨의 향기

夫婦を超えてゆけ
후-후오 코에테 유케
부부 그 이상을 향해

みにくいと
미니쿠이토

秘めた想いは色づき
히메타 오모이와 이로즈키
숨겼던 생각은 물들어

白鳥は運ぶわ
하쿠쵸-와 하코부와
백조들이 실어 나르네

当たり前を変えながら
아타리마에오 카에나가라
당연함을 바꾸어가며

恋せずにいられないな
코이세즈니 이라레나이나
사랑하지 않을 수 없어

似た顔も虚構にも
니타 가오모 쿄-코모
닮은 얼굴도 거짓도

愛が生まれるのは
아이가 우마레루노와
사랑이 피어나는 건

一人から
히토리카라
한 사람으로부터

胸の中にあるもの
무네노 나카니 아루 모노
가슴 안에 있는 것

いつか見えなくなるもの
이츠카 미에나쿠 나루 모노
언젠가 볼 수 없게 되는 것

それは側にいること
소레와 소바니 이루 코토
그건 곁에 있는 것

いつも思い出して
이츠모 오모이다시테
늘 잊지 않도록 해

君の中にあるもの
키미노 나카니 아루 모노
네 안에 있는 것

距離の中にある鼓動
쿄리노 나카니 아루 코도-
거리 안에 있는 고동

恋をしたの貴方の
코이오 시타노 아나타노
사랑하게 됐어 당신의

指の混ざり 頬の香り
유비노 마자리 호호노 카오리
살며시 잡은 손과 두 뺨의 향기

夫婦を超えてゆけ
후-후오 코에테 유케
부부 그 이상을 향해

泣き顔も 黙る夜も 揺れる笑顔も
나키가오모 다마루 요루모 유레루 에가오모
우는 얼굴도 말없는 밤도 흔들리는 웃는 얼굴도

いつまでも いつまでも
이츠마데모 이츠마데모
영원히 영원히

胸の中にあるもの
무네노 나카니 아루 모노
가슴 안에 있는 것

いつか見えなくなるもの
이츠카 미에나쿠 나루 모노
언젠가 볼 수 없게 되는 것

それは側にいること
소레와 소바니 이루 코토
그건 곁에 있는 것

いつも思い出して
이츠모 오모이다시테
늘 잊지 않도록 해

君の中にあるもの
키미노 나카니 아루 모노
네 안에 있는 것

距離の中にある鼓動
쿄리노 나카니 아루 코도-
거리 안에 있는 고동

恋をしたの貴方の
코이오 시타노 아나타노
사랑하게 됐어 당신의

指の混ざり 頬の香り
유비노 마자리 호호노 카오리
살며시 잡은 손과 두 뺨의 향기

夫婦を超えてゆけ
후-후오 코에테 유케
부부 그 이상을 향해

二人を超えてゆけ
후타리오 코에테 유케
두 사람 그 이상을 향해

一人を超えてゆけ
히토리오 코에테 유케
혼자 그 이상을 향해
도나 님이 등록해 주신 가사입니다.
가사 오류 제보","1,185"
90,Galway Girl,Ed Sheeran(에드 시런),"She played the fiddle in an irish band
But she fell in love with an english man
Kissed her on the neck
And then I took her by the hand
Said baby I just want to dance
I met her on grafton street right outside of the bar
She shared a cigarette with me
While her brother played the guitar
She asked me what does it mean
The gaelic ink on your arm?
Said it was one of my friend's songs
Do you want to drink on?
She took jamie as a chaser jack for the fun
She got arthur on the table
With johnny riding as a shotgun
Chatted some more one more drink at the bar
Then put van on the jukebox got up to dance
You know she played the fiddle in an irish band
But she fell in love with an english man
Kissed her on the neck
And then I took her by the hand
Said baby I just want to dance
With my pretty little galway girl
You're my pretty little galway girl
You know she beat me at darts
And then she beat me at pool
And then she kissed me like
There was nobody else in the room
As last orders were called
Was when she stood on the stool
After dancing to cèilidh singing to trad tunes
I never heard carrickfergus ever sang so sweet
A capella in the bar using her feet for a beat
Oh I could have that voice playing
On repeat for a week
And in this packed out room swear
She was singing to me
You know she played the fiddle in an irish band
But she fell in love with an english man
Kissed her on the neck
And then I took her by the hand
Said baby I just want to dance
My pretty little galway girl
My my my my my my my galway girl
My my my my my my my galway girl
My my my my my my my galway girl
And now we've outstayed
Our welcome and it's closing time
I was holding her hand
Her hand was holding mine
Our coats both smell of smoke
Whisky and wine
As we fill up our lungs
With the cold air of the night
I walked her home then she took me inside
To finish some doritos and another bottle of wine
I swear I'm gonna put you in a song that I write
About a galway girl and a perfect night
She played the fiddle in an irish band
But she fell in love with an english man
Kissed her on the neck
And then I took her by the hand
Said baby I just want to dance
My pretty little galway girl
My my my my my my my galway girl
My my my my my my my galway girl
My my my my my my my galway girl
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","5,561"
91,スパークル (movie ver.) / Sparkle (movie ver.),RADWIMPS(래드윔프스) CONNECT 아티스트,"まだこの世界は
마다 코노 세카이와
아직 이 세상은

僕を飼いならして いみたいだ
보쿠오 카이나라시테이미타이다
나를 길들이고 싶어 하는 것 같아

望み通りいいだろう
노조미 도오리이이다로오
원하는 대로 해봐

美しくもがくよ
우츠쿠시쿠모가쿠요
멋지게 발버둥쳐볼게

互いの砂時計
타가이노 스나도케이
서로의 모래시계

眺めながらキスをしようよ
나가메나가라 키스오시요오요
바라보며 키스를 하자

「さよなら」から一番遠い
사요나라카라 이치반토오이
「안녕」이니까 제일 먼

場所で待ち合わせよう
바쇼데 마치아와세요오
장소에서 만나기로 하자

辞書にある言葉で
지쇼니아루 코토바데
사전에 있는 말로

出來上がった世界を憎んだ
데키아갓타 세카이오 니쿤다
완성된 세계를 미워했어

万華鏡の中で
만게쿄노 나카데
만화경의 안에서

八月のある朝
하치가츠노 아루 아사
8월 어느 아침

君は僕の前で
키미와 보쿠노 마에데
너는 내 앞에서

ハニかんでは澄ましてみせた
하니칸데와 스마시테미세타
 수줍어서 모른체했어

この世界の教科書のような笑顔で
코노 세카이노 쿄카쇼노 요오나 에가오데
이 세상의 교과서 같은 미소로

ついに時はきた
츠이니 토키와 키타
마침내 때는 왔어

昨日までは序章の序章で
키노마데와 조쇼노 조쇼데
어제까지는 서막의 서막으로

飛ばし讀みでいいから
토바시 요미데 이이카라
대충 읽어도 좋으니까

ここからが僕だよ
코코카라 보쿠다요
여기서부터가 나야

経験と知識と
케이켄토 치시키토
경험과 지식과

カビの生えかかった
카비노 하에카캇타
곰팡이가 피어버린

勇気を持って
유우키오 못테
용기를 가지고

いまだかつてないスピードで
이마다카츠테나이 스피도데
이때까진 없었던 스피드로

君のもとへダイブを
키미노 모토에 다이부오
너의 곁으로 다이브를 

まどろみの中で
마도로미노 나카데
잠시졸던 사이에

生溫いコーラに
나마루누이 코라니
미지근해진 콜라에

ここでないどこかを
코코데나이 도코카오
이곳이 아닌 어딘가를

夢見たよ
유메미타요
꿈꾸었어

教室の窓の外に
쿄시츠노 마도노 소토니
교실 창문 밖에

電車に揺られ
덴샤니 유라레
기차를 타고

運ばれる朝に
하코바레루 아사니
실려온 아침에

愛し方さえも
아이시카타 사에모
사랑하는 방법조차도

君の匂いがした
키미노 니오이가시타
너의 냄새가 났다

歩き方さえも
아루키카타 사에모
걷는 방법조차도

その笑い声がした
소노 와라이 코에가시타
그 웃음소리가 났다

いつか消えてなくなる
이츠카 키에테 나쿠나루
언젠가는 사라질

君のすべてを
키미노 스베테오
너의 모든 것을

この目に焼き付けておくことは
코노 메니 야키스케테 오쿠코토와
이 눈에 새겨두는 것은

もう權利なんかじゃない
모오 켄리난카쟈나이
더 이상 권리 같은 게 아니야

義務だと思うんだ
기무다토 오모우운다
의무라고 생각해

運命だとか未来とかって
운메이다토카 미라이토캇테
운명이라든가 미래라든가

言葉がどれだけ手を伸ばそうと届かない
코토바가 도레다케 테오 노바소우토 토도카나이
그런 말들이 손을 뻗으려고 해도 닿지 못하는

場所で僕ら恋をする
바쇼데 보쿠라 코이오 스루
장소에서 우리들은 사랑을 한다

時計の針も二人を
토케이노하리오 후타리오
시곗바늘도 두 사람을

横見に見ながら進む
요코메니 미나가라 스스무
곁눈질하면서 나아간다

そんな世界を二人で
손나 세카이오 후타리데
그런 세상을 둘이서

一生 いや、何章でも
이쇼 이야 난쇼데모
평생, 아니, 몇 장이라도

生き抜いていこう
이키누이테이코오
꿋꿋이 살아가자
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,848"
92,LOSER,Kenshi Yonezu(켄시 요네즈/米津 玄師),"いつもどおりの通り独り
こんな日々もはや懲り懲り
もうどこにも行けやしないのに
夢見ておやすみ
いつでも僕らはこんな風に
ぼんくらな夜に飽き飽き
また踊り踊り出す明日に
出会うためにさよなら

歩き回ってやっとついた ここはどうだ楽園か？ 
いまとなっちゃもうわからない
四半世紀の結果出来た
青い顔のスーパースターがお腹すかしては待ってる

アイムアルーザー どうせだったら遠吠えだっていいだろう
もう一回もう一回行こうぜ 僕らの声
アイムアルーザー ずっと前から聞こえてた
いつかポケットに隠した声が

ああだこうだの知ったもんか
幸先の空は悪天候
ほら窓から覗いた摩天楼 からすりゃ塵のよう
イアンもカートも昔の人よ
中指立ててもしょうがないの
今勝ち上がるためのお勉強 朗らかな表\情

踊る阿呆に見る阿呆 我らそれを端から笑う阿呆
デカイ自意識抱え込んではもう
摩耗 すり減って残る酸っぱい葡萄
膝抱えてもなんもねえ
ほら長い前髪で前が見えねえ
笑っちまうねパッと沸き立って
フワッと消えちゃえるこんな輪廻
愛されたいならそう言おうぜ
思ってるだけじゃ伝わらないね
永遠の淑女もそっぽ向いて
天国は遠く向こうのほうへ
ああわかってるって 深く転がる 俺は負け犬
ただどこでもいいから遠くへ行きたいんだ
それだけなんだ

耳をすませ遠くで今 響きだした音を逃すな
呼吸を整えて
いつかは出会えるはずの 
黄金の色したアイオライトを
きっと掴んで離すな

アイムアルーザー なんもないならどうなったっていいだろう
うだうだしてフラフラしていちゃ今に 灰 左様なら
アイムアルーザー きっといつかって願うまま
進め ロスタイムのそのまた奥へ行け

愛されたいならそう言おうぜ 
思ってるだけじゃ伝わらないね
永遠の淑女もそっぽ向いて 
天国は遠く向こうのほうへ
ここいらでひとつ踊ってみようぜ 
夜が明けるまで転がっていこうぜ
聞こえてんなら声出していこうぜ

アイムアルーザー どうせだったら
遠吠えだっていいだろう
もう一回もう一回行こうぜ 僕らの声
アイムアルーザー ずっと前から聞こえてた
いつかポケットに隠した声が

ここいらでひとつ踊ってみようぜ
夜が明けるまで転がっていこうぜ
聞こえてんなら声出していこうぜ
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",506
