,제목,가수,가사,좋아요
58,기장갈매기,나훈아,"동쪽에서 바라보면 여섯 개로 보이고
서쪽에서 쳐다보면 다섯 개로 보이는
오륙도 돌고 돌며 나래 치는 내가 바로
내가 바로 기장 갈매기다
사랑 따윈 누가 뭐래도 믿지 않는다
이별 따윈 상관없다 떠나든 말든
어차피 사랑이란 왔다가는 파도처럼
가버리면 그만인 거야
오늘은 해운대서 사랑을 하고
내일은 영도에서 이별을 하고
또다시 남천동의 밤을 꼬신다
내가 바로 기장 갈매기다
내 청춘은 누가 뭐래도 의리 하나다
빈 주머닌 상관없다 없어도 그만
어차피 인생이란 밀물처럼 왔다가
썰물처럼 가버리는 것
오늘은 다대포에서 낙조에 취하고
내일은 송도에서 일출에 잠 깨고
내친김에 광안대교도 접수를 한다
내가 바로 기장 갈매기다
내가 바로 기장 갈매기다
내가 바로 기장 갈매기다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",157
59,오래된 노래,임영웅,"오래 전에 함께 듣던 노래가
발걸음을 다시 멈춰서게 해
이 거리에서
너를 느낄 수 있어
널 이 곳에서
꼭 다시 만날 것 같아
너 일까봐 한번 더 바라보고
너 일까봐 자꾸 돌아보게 돼
어디선가 같은 노래를 듣고
날 생각하며
너 역시 멈춰있을까
오래 전에 함께 듣던 노래가
거리에서 내게
우연히 들려온 것처럼
살아가다 한번쯤
우연히 만날 것 같아
사랑했던 그 모습 그대로
내 사랑이
그대로인 것처럼
발걸음이 여길
찾는 것처럼
꼭 만날꺼야
지금 이 노래처럼
날 사랑하는 네 맘도
같을 테니까
오래 전에 함께 듣던 노래가
거리에서 내게
우연히 들려온 것처럼
살아가다 한번쯤
우연히 만날 것 같아
사랑했던 그 모습 그대로
운명처럼 아니면 우연처럼
우리가 다시 예전처럼
만날 수 있다면
너에게 나 해주고 싶은
말이 하나 있어
널 다시는 놓치지 않을게
오래 전에 함께 듣던 노래가
거리에서 내게
우연히 들려온 것처럼
살아가다 한번쯤
우연히 만날 것 같아
사랑했던 그 모습 그대로
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,051"
60,거짓말,조항조,"사랑했다는 그 말도 거짓말 
돌아온다던 그 말도 거짓말
세상의 모든 거짓말 다 해놓고
행여 나를 찾아와 있을 너의 그 마음 또 다칠까
너의 자리를 난 또 비워둔다

이젠 더 이상 속아선 안되지 
이젠 더 이상 믿어선 안되지
하지만 그게 말처럼 쉽지 않아
다시 한번만 더 나 너를 다시 한번만 더 너에게 
나를 사랑할 기횔 주어본다

어떤 사랑으로 나의 용서에 답하련지 
또 잠시 날 사랑하다 떠날건지

마치 처음 날 사랑하듯 가슴 뜨겁게 와 있지만 
난 왠지 그 사랑이 두려워

오직 나만을 위한 그 약속과 
내 곁에서 날 지켜준다는 말
이번만큼은 제발 변치않길


어떤 사랑으로 나의 용서에 답하련지 
또 잠시 날 사랑하다 떠날건지

마치 처음 날 사랑하듯 가슴 뜨겁게 와 있지만 
난 왠지 그 사랑이 두려워

오직 나만을 위한 그 약속과
내 곁에서 날 지켜준다는 말 
이번만큼은 제발 변치않길

오직 나만을 위한 그 약속과
내 곁에서 날 지켜준다는 말 
이번만큼은 제발 변치않길
ciand209 님이 등록해 주신 가사입니다.
가사 오류 제보","26,545"
61,어느날 문득,임영웅,"어느 날 문득 돌아다보니
지나온 모든 게 다 아픔이네요
날 위해 모든 걸 다 버려야는데
아직도 내 마음 둘 곳을 몰라요
오늘도 가슴엔 바람이 부네요
마음엔 나도 모를 설움이 가득
어디로 갈까요 어떻게 할까요
아직도 내가 날 모르나봐요
언제쯤 웃으며 날 볼 수 있을까
언제쯤 모든 걸 다
내려놓을 수 있을까
그땐 왜 몰랐을까 그땐 왜 몰랐을까
사랑에 이별이 숨어있는지
어느 날 문득 생각해 보니
내가 없으면 세상이 없듯이
날 위해 이제는 다 비워야는데
아직도 내가 날 모르나봐요

언제쯤 웃으며 날 볼 수 있을까
언제쯤 모든 걸 다
내려놓을 수 있을까
그땐 왜 그랬을까 그땐 왜 몰랐을까
사랑에 이별이 숨어있는지
어느 날 문득 생각해 보니
내가 없으면 세상이 없듯이
날 위해 이제는 다 비워야는데
아직도 내가 날 모르나봐요
아직도 내가 날 모르나봐요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","2,434"
62,한잔해,박군,"한잔해 한잔해 한잔해
갈 때까지 달려보자 한잔해
오늘밤 너와 내가 하나되어
달려 달려 달려 달려
한잔해 한잔해 한잔해
갈 때까지 달려보자 한잔해
내가 쏜다 한잔해
월요일은 원래 먹는 날
화요일은 화가 나니까
숙취에 한잔
목이 말라 한잔
금요일은 불금 이니까
밤새도록 한잔 어때요
한잔해 한잔해 한잔해
갈 때까지 달려보자 한잔해
오늘밤 너와 내가 하나되어
달려 달려 달려 달려
한잔해 두잔해 세잔해
갈 때까지 달려보자 한잔해
내가 쏜다 한잔해
삼겹살에 한잔 때리자
치킨에다 한잔 때리자
두부김치 해물파전
시원한 한잔 주세요
밤새도록 한잔 어때요
한잔해 한잔해 한잔해
갈 때까지 달려보자 한잔해
오늘밤 너와 내가 하나되어
달려 달려 달려 달려
한잔해 두잔해 세잔해
갈 때까지 달려보자 한잔해
내가 쏜다 한잔해
한잔해 한잔해 한잔해
갈 때까지 달려보자 한잔해
오늘밤 너와 내가 하나되어
달려 달려 달려 달려
한잔해 두잔해 세잔해
갈 때까지 달려보자 한잔해
내가 쏜다 한잔해
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,062"
63,홍시,나훈아,"생각이 난다 홍시가 열리면
울 엄마가 생각이 난다
자장가 대신 젖가슴을 내주던
울 엄마가 생각이 난다
눈이 오면 눈맞을 세라
비가 오면 비젖을 세라
험한 세상 넘어질 세라
사랑 땜에 울먹일 세라
그리워진다 홍시가 열리면
울 엄마가 그리워진다
눈에 넣어도 아프지도 않겠다던
울 엄마가 그리워진다
생각이 난다 홍시가 열리면
울 엄마가 생각이 난다
회초리 치고 돌아 앉아 우시던
울 엄마가 생각이 난다
바람 불면 감기들 세라
안먹어서 약해 질 세라
힘든 세상 뒤쳐질 세라
사랑 땜에 아파 할 세라
그리워진다 홍시가 열리면
울 엄마가 그리워진다
생각만 해도 눈물이 핑도는
울 엄마가 그리워진다
생각만 해도 가슴이 찡하는
울 엄마가 그리워진다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",346
64,옛날 애인,강문경,"지나가다가 내 생각 나면
날 찾아오라고 하던

당신의 그 말이 생각이 난다
내 가슴을 자꾸 때린다

들려오는 소문은 아직도 혼자라는데
남겨진 추억으로 살고 있다는데

내 곁에 누가 있기에 못 찾아 가요
미안해요 당신 정말 행복해야 해요

오다가다가 내 생각 나면
날 찾아오라고 하던

당신의 그 말이 생각이 난다
내 가슴을 자꾸 때린다

들려오는 소문은 아직도 혼자라는데
남겨진 추억으로 살고있다는데

이제는 나를 잊어요 잊어야 해요
그래 줘요 당신 정말 그래야만 해요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",10
65,사랑옥 (思郞屋),영탁,"아리아리 아라리오
이 내 맘이 쓰라리오
사는 둥 마는 둥 하는 내가
여깄소
나는 여기 사랑옥이오
바둑이도 기다리오
종일 그대만 그리는 내게
어여 와
아직까지 안 오면 어쩌잔 말이오
닿을 수가 없는 이 맘 어이 하리오
해당화는 이미 지고
낙엽은 먼지 되어 날리네
사랑옥에 어여 빨리 돌아오시오
밤하늘의 은하수를 따라오시오
견우도 직녀도
내 님 찾아 Duet (Do Do it)
Let's do it!
노고지리 우지지고 해 뜨고
눈 노기는 바람 건듯 불고 간 듸 없는데
아직까지 안 오면 어쩌잔 말이오
닿을 수가 없는 이 맘 어이 하리오
능소화도 떨어지고
갈대만 바람에 나부끼네
사랑옥에 어여 빨리 돌아오시오
밤하늘의 은하수를 따라오시오
견우도 직녀도
내 님 찾아 Duet (Do Do it)
오늘도 내일도
사랑 찾아 Duet (Do Do it)
Let's Do it!
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",810
66,시계바늘,신유,"사는 게 뭐 별거 있더냐
욕 안먹고 살면 되는거지
술 한잔에 시름을 털고
너털웃음 한번 웃어보자 세상아 
시계바늘처럼 돌고 돌다가
가는 길을 잃은 사람아
미련 따윈 없는거야 후회도 없는거야 아- 아-
세상살이 뭐 다 그런거지 뭐

돈이 좋아 여자가 좋아
술이 좋아 친구가 좋아
싫다하는 사람은 없어
너도 한번 해보고 나도 한번 해본다
시계바늘처럼 돌고 돌다가
가는 길을 잃은 사람아
미련 따윈 없는거야 후회도 없는거야 아- 아-
세상살이 뭐 다 그런거지 뭐
세상살이 뭐 다 그런거지 뭐
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","11,263"
67,당신이 좋아,남진,"그대는 내 사랑 당신도 내 사랑
이 세상에 그 무엇도 쨉이 안되지
원앙이 따로 있나 우리가 원앙이지
환상의 해피한 원앙이지

아~ 꿀맛 같은 그대 사랑에 내 인생을 걸었잖아
비가와도 좋아 눈이 와도 좋아 바람 불어도 좋아
좋아 좋아 당신이 좋~아

그대는 내 운명 당신도 내 운명
하늘아래 누가와도 쨉이 안되지
그대는 꽃 중에 꽃 당신은 벌 나비
환상의 해피한 꽃과 나비지

아~ 꿀맛 같은 그대 사랑에 내 인생을 걸었잖아
비가와도 좋아 눈이 와도 좋아 바람 불어도 좋아
좋아 좋아 당신이 좋~아

아~ 꿀맛 같은 그대 사랑에 내 인생을 걸었잖아
비가와도 좋아 눈이 와도 좋아 바람 불어도 좋아
좋아 좋아 당신이 좋~아
좋아 좋아 당신이 좋~아
bsadmin56 님이 등록해 주신 가사입니다.
가사 오류 제보","35,008"
68,애인,김용빈,"사랑해선 안 되나요 
정이 들면 안 되나요
주고 싶은 사랑도 
받고 싶은 그 정도
우리들은 안 되나요
이미 엎질러진 물인걸 
이미 깨진 유리 잔인 걸
이제 와서 어떡해요
이미 사랑해버린 걸
알아요 나도 알아요
맺지 못한다는 걸
조금만 시간을 줘요 
내가 돌아설 수 있게

이제 와서 어떡해요
이미 사랑해버린걸
알아요 나도 알아요
맺지 못한다는 걸
조금만 시간을 줘요
내가 돌아설 수 있게
내가 돌아설 수 있게
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",14
69,HERO,임영웅,"세상이란 장애물이 너의
앞길을 가로막을 때 날 봐
언제나 너의 곁엔 내가 있어
불안 따윈 1도 없을 테니
이렇게 Always always
내가 너를 지켜줄게
나를 믿고 가 오
거친 세상이지만
나를 믿고 가 오
나와 함께라면 Ready to go
창밖으로 비쳐오는 태양
시시각각 바뀌는 구름의 모양
공기를 가르며 와닿는
바람의 향기가 느껴지니
이렇게 Always always
내가 너를 지켜줄 테니
나를 믿고 가 오
거친 세상이지만
나를 믿고 가 오
나와 함께라면 Ready to go
Let's go go right away right away
When we go go go far away far away
참 다행이지 나의 옆이 너라서
내 어깨에 기대어
손을 꼭 잡고 같이
어디로든 가자
나를 믿고 가 오
거친 세상이지만
나를 믿고 가 오
나와 함께라면 Ready to go
Let's go go right away right away
When we go go go far away far away
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","7,948"
70,가버린 사랑,손빈아,"백년해로 맺은 언약
마음속에 새겼거늘
무정할사 그대로다
나를 두고 어디 갔나
그대 이왕 가려거든
정마저 가져가야지
정을 두고 몸만 가니
남은 이 몸 어이하리

그대 이왕 가려거든
정마저 가져가야지
남은 이 몸 생각 말고
만수무강 하옵소서
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",3
71,인생아 고마웠다,박지후,"인생아 고마웠다
사람이 나를 떠나도
세상이 나를 속여도
내 곁에 있어 주어서
인생아 고마웠다
사랑이 나를 떠나도
그것은 내 몫이라고
나에게 말해주어서
인생아 나 부탁을 한다
나 두 눈 감는 날에는
잘 살았다고 훌륭했다고
그 말만 해주라
눈물이 많은 삶이어서
고생했다 말해주라
배운 게 많은 삶이어서
아름답다 말해주라
인생아 고마웠다
인생아 내 인생아
참 고마웠다 인생아 사랑한다
인생아 사랑한다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",7
72,꽃,장윤정,"날 찾아 오신 내 님 어서오세요
당신을 기다렸어요 라이라이야
어서오세요 당신의 꽃이 될래요

어디서 무엇하다 이제 왔나요
당신을 기다렸어요 라이라이야
어서오세요 당신의 꽃이 될래요

사랑의 꽃씨를 뿌려 기쁨을 주고
서로 행복나누면~ 니이라이라이라야
당신은 나의 나무가 되고~ 니이라이라이라야
나는 당신의 꽃이 될래요

날 찾아 오신 내 님 어서오세요
당신을 기다렸어요 라이라이야
어서오세요 당신의 꽃이 될래요

어디서 무엇하다 이제 왔나요
당신을 기다렸어요 라이라이야
어서오세요 당신의 꽃이 될래요

사랑의 꽃씨를 뿌려 기쁨을주고
서로 행복나누면~ 니이라이라이라야
당신은 나의 나무가 되고~ 니이라이라이라야
나는 당신의 꽃이 될래요
나는 당신의 꽃이 될래요
ktw615 님이 등록해 주신 가사입니다.
가사 오류 제보","13,210"
73,서울의 달,송가인,"서울 살이 타향살이 고달픈 날에
울 엄마가 생각이 난다
조물조물 무쳐주신 나물반찬에
된장찌개 먹고 싶구나
겁도 없이 떠나온 머나먼 길에
보고 싶은 내 고향 눈에 밟힌다
언젠가 서울에 가서 성공을 해서
돌아온다 약속했는데
세상에 울고 웃다가 바쁘다 보니
꿈에서나 갈 수 있구나
서울의 달 바라보면서
(우 우우우 우우우우우 우우 우우우
우 우우우 우우우우우 우우 우 우우우)
서울 살이 타향살이 외로운 날에
울 엄마가 보고 싶구나
차 창가에 부딪치는 달빛을 보며
엄마소원 빌어도 본다
겁도 없이 떠나온 머나먼 길에
남쪽바다 내 고향 눈에 밟힌다
언젠가 서울에 가서 성공을 해서
돌아온다 약속했는데
세상에 울고 웃다가 바쁘다 보니
꿈에서나 갈 수 있구나
언젠가 서울에 가서 성공을 해서
돌아온다 약속했는데
손 편지 한 장 갖고는 너무 모자란
내인생의 일기를 쓴다
서울의 달 바라보면서
(우 우우우 우우우우우 우우 우우우)
바라보면서
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",910
74,만약에,조항조,"만약에 당신이 그 누구와 사랑에 빠지면
그 사람을 위해서 무얼 할 수 있나

텅빈 세상 살아가는 이유가 만약에 너라면 어떡하겠니
사는 동안 단 한번의 사랑이 만약에 너라면 허락하겠니
얼마나 더 많이 외로워 해야 널 끌어안고서 울어볼까
이제는 더 이상 지칠 몸조차 비워둘 마음 조차 없는데

또 다른 이유로 널 못본다면 나 살아가는 의미도 없지
만약에 널 위해 나 죽을 수 있다면 날 받아주겠니

텅빈 세상 살아가는 이유가 만약에 너라면 어떡하겠니
사는 동안 단 한번의 사랑이 만약에 너라면 허락하겠니
얼마나 더 많이 외로워 해야 널 끌어안고서 울어볼까
이제는 더 이상 지칠 몸조차 비워둘 마음 조차 없는데

또 다른 이유로 널 못본다면 나 살아가는 의미도 없지
만약에 널 위해 나 죽을 수 있다면 날 받아주겠니
만약에 널 위해 나 죽을 수 있다면 날 받아주겠니

만약에 당신이 그 누구와 사랑에 빠지면
그 사람을 위해서 다 해줄수 있나
f1r1e1e1 님이 등록해 주신 가사입니다.
가사 오류 제보","46,738"
75,동전인생,진성,"바람 바람 끝자락 매달려 흘러간 청춘
돈이건만 값어치 약한 동전 같았던
내 과거 그 누가 알까
자존심을 내 목숨보다 더 사랑한
지난 날 아픔 속에는
눈물 방울 삼키며 오늘을 위하여
추억 밟고 나 여기 왔다
다시는 울지 않으리
바람 바람 끝자락 매달려 흘러간 청춘
돈이건만 값어치 약한 동전 같았던
내 설움 그 누가 알까
자존심을 내 목숨보다 더 사랑한
지난 날 아픔 속에는
눈물 방울 삼키며 오늘을 위하여
모진 세월 나 여기 왔다
인생은 지금부터야
눈물방울 삼키며 오늘을 위하여
모진 세월 나 여기 왔다
인생은 지금부터야
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",478
76,남자라는 이유로,조항조,"누구나 웃으며 세상을 살면서도
말못할 사연 숨기고 살아도
나 역시 그런저런 슬픔을 간직하고
당신 앞에 멍하니 서있네
언제 한번 가슴을 열고 소리내어
소리내어 울어볼날이
남자라는 이유로 묻어두고 지낸
그 세월이 너무 길었어
저 마다 처음인듯 사랑을 하면서도
쓰라린 이별 숨기고 있어도
당신도 그런 저런 과거가 있겠지만
내 앞에서 미소를 짓내
언제 한번 가슴을 열고 소리내어
소리내어 울어볼날이
남자라는 이유로 묻어두고 지낸
그 세월이 너무 길었어
언제 한번 그런날 올까요 가슴을 열고
소리내어 울어 울어 볼날이
남자라는 이유로 묻어 두고 지낸
그 새월이 너무 길어요
bee 님이 등록해 주신 가사입니다.
가사 오류 제보","36,960"
77,오라버니,금잔디,"(나의 오라버니)

날 사랑 하신다 하니 정말 그러 시다니
구금 타고 빛나는 하늘 훨훨 날아 갑니다

날 사랑 하신다 하니 정말 행복 하여서
설레이다 떠는 가슴은 아픈 줄도 모른 답니다

오라버니 어께애 기대어 볼래요
커다란 가슴에 얼굴을 묻고

지금 이대로 죽어도 여한 없어요
나는 정말 여자라서 행복 해요

오라버니
사랑한다 말해 주세요
정신을 못 차릴 거야

오라버니 목소리에 울고 웃어요
내겐 영원한 오라버니

오라버니 어께에 기대어 볼래요
커다란 가슴에 얼굴을 묻고

지금 이대로 죽어도 여한 없어요
나는 정말 여자라서 행복 해요

오라버니 사랑한다 말해 주세요
정신을 못 차릴 거야

오라버니 목소리에 울고 웃어요
내겐 영원한 오라 버니

내겐 영원한 오라버니

(나의 오라버니)
wldhel4893 님이 등록해 주신 가사입니다.
가사 오류 제보","2,009"
78,옹이,조항조,"사랑에 불씨 하나 가슴에 불 질러놓고
냉정히 등을 돌린 그 사랑 지우러 간다
얼마나 달려가야 이 사랑 내려놓을까
어디쯤 달려가야 그리움도 놓을까
너무 깊어 옹이가 된 사랑 때문에 내가 운다
뜨거웠던 그 사랑도 모두가 거짓이었나
냉정히 등을 돌린 그 사랑 지우러 간다
얼마나 달려가야 이 사랑 내려놓을까
어디쯤 달려가야 그리움도 놓을까
빼지 못할 옹이가 된 사랑 때문에 내가 운다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",346
79,남자는 말합니다,장민호,"여행 갑시다 나의 여자여
하나 뿐인 나의 여자여
상처투성이 병이 들어버린 당신
여행가서 낫게 하리다
나란 사람 하나만 믿고 같이 살아온 
바보 같이 착한 사람아
남자는 말합니다 고맙구요 감사해요
오직 나만 아는 사람아

안아봅시다 나의 여자여
하나 뿐인 나의 여자여
고운 얼굴에 쓰여진 슬픈 이야기
오늘 밤에 지워봅시다
나란 사람 하나만 믿고 같이 살아온 
바보 같이 착한 사람아
남자는 말합니다 고맙구요 감사해요
오직 나만 아는 사람아

나란 사람 하나만 믿고 같이 살아온 
바보 같이 착한 사람아
남자는 말합니다 고맙구요 감사해요
오직 나만 아는 사람아

오로지 나만 아는 사람아
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","1,366"
80,그 강을 건너지마오,양지은,"가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오

검은머리 파뿌리되는 날까지
지켜준다고
내손잡고 눈물로 맺은
언약을 잊지마시오

강물에 떠내려가는 
마지막 꽃잎일새라
이손을 놓치못하오
님이여 움켜쥐시오 

가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오

강물에 떠내려가는 
마지막 꽃잎일새라
이손을 놓치못하오
님이여 움켜쥐시오 

가지마오 가지를 마오
그강을 건너지마오
가려거든 가시려거든
이 언약 가져가시오

이 언약 가져가시오
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",550
81,보약같은 친구,진시몬,"아침에 눈을 뜨면
제일먼저 생각나는
자네는 좋은 친구야
피한방울 섞이지 않은
우리 두 사람
전생에 인연일거야

자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 아 아 사는 날까지
같이 가세 보약 같은 친구야

사랑도 해봤고
이별도 해봤지
사는 거 별거 없더라
언제 갈지 모르는 인생
우리 둘이서
웃으며 살아가보자

자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 아 아 사는 날까지
같이 가세 보약 같은 친구야

자식보다 자네가 좋고
돈보다 자네가 좋아
자네와 난 보약 같은 친구야
아 아 아 사는 날까지
같이 가세 보약 같은 친구야
같이 가세 보약 같은 친구야
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,158"
82,옆집누나,장윤정,"옆집 누나랍니다
얼굴도 마음씨도 착한
알고 보면 정도 많고
귀여운 여자랍니다
울적하다면 와요
집에 놀러 와요
라면 끓여줄게요
고민 있다면 와요
소주 한잔하며
뭐든지 다 들어줄게
날 보러 와요
보고 싶을 땐
날 보러 와요
누나가 생각날 땐 언제든
옆집 누나랍니다
얼굴도 마음씨도 착한
알고 보면 정도 많고
귀여운 여자랍니다
어디 아프면 와요
누나 손은 약손
내가 호 해줄게요
외로울 때면 와요
아무 때나 좋아
내가 곁에 있어줄게
오오 날 보러 와요
보고 싶을 땐
오오 날 보러 와요
누나가 생각날 땐 언제든
옆집 누나랍니다
얼굴도 마음씨도 착한
알고 보면 정도 많고
귀여운 여자랍니다
이쁜 누나랍니다
볼수록 매력 있는 여자
성격 하난 끝내주는
옆집 누나랍니다
다 주고 싶어 모두 주고 싶어
당신 향한 내 마음
나에게 와요 오늘 밤에 와요
내가 안아줄게요
날 보러 와요
날 보러 와요
착한 누나랍니다
영원히 변치 않을 여자
당신만을 사랑하는
당신의 여자랍니다
옆집 누나랍니다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",766
83,고맙소,김호중,"이 나이 먹도록 세상을 잘 모르나 보다
진심을 다해도 나에게 상처를 주네
이 나이 먹도록 사람을 잘 모르나 보다
사람은 보여도 마음은 보이질 않아
이 나이 되어서 그래도 당신을 만나서
고맙소 고맙소 늘 사랑하오
술 취한 그날 밤 손등에 눈물을 떨굴 때
내 손을 감싸며 괜찮아 울어준 사람
세상이 등져도 나라서 함께 할 거라고
등 뒤에 번지던 눈물이 참 뜨거웠소
이 나이 되어서 그래도 당신을 만나서
고맙소 고맙소 늘 사랑하오
못난 나를 만나서
긴 세월 고생만 시킨 사람
이런 사람이라서 미안하고 아픈 사람
나 당신을 위해 살아가겠소
남겨진 세월도 함께 갑시다
고맙소 고맙소 늘 사랑하오
늘 사랑하오
고맙소 고맙소 늘 사랑하오
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","4,206"
84,하늘 여행,이찬원,"내 손을 잡아주세요
우리 함께 이 길을 걸어요
이 세상 떠나는 날까지
우리 함께 이 길을 걸어요

수없이 맞이했던 이별의 순간들
하고 또 해도 아픈 것이 이별인 것을
내 이별의 그 순간도 두렵겠지만
당신을 위해 살아가겠소

꽃이 피고 꽃이 지고 눈 내리고 눈이 녹고
행복한 세월이 아니었나
지나온 그 세월을 돌이켜보면
즐거운 인생 아니었나
따스한 바람이 우릴 맞이하는 날
함께 하늘 여행 떠나요

인생의 황혼길을 함께 하면서
인생의 마지막을 함께 하면서
지나온 그 세월을 뒤돌아보니
참으로 행복했었다네

해가 뜨고 해가 지고 비가 오고 비 개이고
행복한 세월이 아니었나
함께한 그 세월을 떠올려보면
황홀한 인생 아니었나
저 멀리 하늘이 우릴 함께 부를 때
우리 하늘 여행 떠나요
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","1,554"
85,사랑의 배터리,홍진영,"나를 사랑으로 채워줘요
사랑의 배터리가 다 됐나 봐요
당신 없인 못살아 정말 나는 못살아
당신은 나의 배터리

얼짱이 아니라도 좋아요
몸짱이 아니라도 좋아요
나만을 위해줄 당신이 바로 내겐 짱이랍니다

한번 더 나를 안아주세요
가슴이 터지도록 안아주세요
사랑의 약발이 떨어졌나봐 당신이 필요해요

나를 사랑으로 채워줘요
사랑의 배터리가 다 됐나 봐요
당신 없인 못살아 정말 나는 못살아
당신은 나의 배터리

내겐 당신만이 전부예요
당신이 너무 좋아 완전 좋아요
하나뿐인 내 사랑 둘도 없는 내 사랑
당신이 짱이랍니다

사랑을 가득 넣어 주세요
가슴에 넘치도록 넣어주세요
사랑의 약발이 떨어졌나봐 나 지금 외로워요

나를 사랑으로 채워줘요
사랑의 배터리가 다 됐나 봐요
당신 없인 못살아 정말 나는 못살아
당신은 나의 배터리

내겐 당신만이 전부예요
당신이 너무 좋아 완전 좋아요
하나뿐인 내 사랑 둘도 없는 내 사랑
당신이 짱이랍니다

아무리 힘든 날에도 당신만 있다면
힘들지 않아 나는 슬프지 않아 당신 곁이라면

내겐 당신만이 전부예요
당신이 너무 좋아 완전 좋아요
하나뿐인 내 사랑 둘도 없는 내 사랑
당신이 짱이랍니다
당신이 짱이랍니다
당신이 짱이랍니다
bsadmin56 님이 등록해 주신 가사입니다.
가사 오류 제보","80,339"
86,계단말고 엘리베이터,임영웅,"터벅터벅 그 걸음으로
어느 세월에 내게 오나요
저 푸른 하늘 새들처럼
날개를 달고 와야죠
이리저리 돌아보면서
어느 천년에 내게 오나요
더 늦기 전에 돌아와요
빨리빨리 오세요
사랑아 멀어진 나의 사랑아
내 님아 보고픈 나의 사람아
어허야 내가 내가 간다
그리운 내 님 곁으로
늦기 전에 더 늦기 전에
계단 말고 엘리베이터
터벅터벅 그 걸음으로
어느 세월에 내게 오나요
저 푸른 하늘 새들처럼
날개를 달고 와야죠
이리저리 돌아보면서
어느 천년에 내게 오나요
더 늦기 전에 돌아와요
빨리빨리 오세요
사랑아 멀어진 나의 사랑아
내 님아 보고픈 나의 사람아
어허야 내가 내가 간다
그리운 내 님 곁으로
늦기 전에 더 늦기 전에
계단 말고 엘리베이터
계단 말고 엘리베이터
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","6,506"
87,바람 바람아,정서주,"어디서 왔다가 어디로 가느냐
낯선 바람 바람아
덧없는 한 세상 답답한 맘을
너는 달래주려나
세상에 지쳐 울고 싶은 날
나는 바람이 되어
한없이 위로가 되는
당신 곁으로 가서
참아온 눈물을 쏟고 싶구나
바람 바람 바람아
어디서 왔다가 어디로 가느냐
낯선 바람 바람아
떠나간 세월 내 청춘처럼
너도 떠나가느냐
마음이 다쳐 울고 싶은 날
나는 바람이 되어
꽃향기 흐드러지는
그 먼 곳으로 가서
참아온 눈물을 쏟고 싶구나
바람 바람 바람아
바람 바람
바람아 바람아
바람아 바람아
덧없는 한세상 답답한 맘을
너는 달래주려나
바람 바람 바람아
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",155
88,정녕,유지우,"당신은 나에게 할 말이 없나요
아직도 나는 할 말이 많은데
당신의 눈에 한 방울 눈물이
이별의 진실인가요
사랑은 정녕 무엇인가요
가슴 하나 태우면 그만인가요
이별은 정녕 무엇인가요
또 다른 만남의 시작인가요
돌아서는 그대 마지막 눈물에
나는 바람 되어 웁니다

사랑은 정녕 무엇인가요
가슴 하나 태우면 그만인가요
이별은 정녕 무엇인가요
또 다른 만남의 시작인가요
돌아서는 그대 마지막 눈물에
나는 바람 되어 웁니다
돌아서는 그대 마지막 눈물에
나는 바람 되어 웁니다
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",6
