,제목,가수,가사,좋아요
10,DENIAL IS A RIVER,Doechii,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",54
11,Not Like Us,Kendrick Lamar(켄드릭 라마),"Psst I see dead people
(Mustard on the beat ho)

Ayy Mustard on the beat ho
Deebo any rap nigga he a free throw
Man down call an amberlamps 
tell him ""Breathe bro""
Nail a nigga to the cross 
he walk around like Teezo
What's up with these jabroni-ass niggas 
tryna see Compton?
The industry can hate me 
fuck 'em all and they mama
How many opps you really got? 
I mean it's too many options
I'm finna pass on this body I'm John Stockton
Beat your ass and hide the Bible if God watchin'
Sometimes you gotta pop out and show niggas
Certified boogeyman 
I'm the one that up the score with 'em
Walk him down whole time 
I know he got some ho in him
Pole on him extort shit bully 
Death Row on him
Say Drake I hear you like 'em young
You better not ever go to cell block one
To any bitch that talk to him and they in love
Just make sure you hide your lil' sister from him
They tell me Chubbs the only one 
that get your hand-me-downs
And Party at the party playin' with his nose now
And Baka got a weird case why is he around?
Certified Lover Boy? Certified pedophiles
Wop wop wop wop wop Dot fuck 'em up
Wop wop wop wop wop I'ma do my stuff
Why you trollin' like a bitch? Ain't you tired?
Tryna strike a chord and it's probably A minor

They not like us they not like us 
they not like us
They not like us they not like us 
they not like us

You think the Bay 
gon' let you disrespect Pac nigga?
I think that Oakland show 
gon' be your last stop nigga
Did Cole fouI 
I don't know why you still pretendin'
What is the owl? 
Bird niggas and bird bitches go
The audience not dumb
Shape the stories how you want 
hey Drake they're not slow
Rabbit hole is still deep 
I can go further I promise
Ain't that somethin'? 
B-Rad stands for bitch 
and you Malibu most wanted
Ain't no law boy you ball boy 
fetch Gatorade or somethin'
Since 2009 I had this bitch jumpin'
You niggas'll get a wedgie 
be flipped over your boxers
What OVO for? 
The ""Other Vaginal Option""? Pussy
Nigga better straighten they posture 
got famous all up in Compton
Might write this for the doctorate 
tell the pop star ""Quit hidin'""
Fuck a caption want action no accident
And I'm hands-on he fuck around get polished
Fucked on Wayne girl 
while he was in jail that's connivin'
Then get his face tatted like a bitch apologizin'
I'm glad DeRoz' came home 
y'all didn't deserve him neither
From Alondra down to Central 
nigga better not speak on Serena
And your homeboy need subpoena 
that predator move in flocks
That name gotta be registered and placed 
on neighborhood watch
I lean on you niggas like another line of Wock'
Yeah it's all eyes on me 
and I'ma send it up to Pac ayy
Put the wrong label on me 
I'ma get 'em dropped ayy
Sweet Chin Music and I won't pass the aux ayy
How many stocks do I really have in stock? Ayy
One two three four five plus five ayy
Devil is a lie he a 69 God ayy
Freaky-ass niggas need to stay 
they ass inside ayy
Roll they ass up like a fresh pack of 'za ayy
City is back up it's a must we outside ayy

They not like us they not like us 
they not like us
They not like us they not like us 
they not like us

Once upon a time all of us was in chains
Homie still doubled down callin' us some slaves
Atlanta was the Mecca 
buildin' railroads and trains
Bear with me for a second 
let me put y'all on game
The settlers was usin' townfolk 
to make 'em richer
Fast-forward 2024 you got the same agenda
You run to Atlanta 
when you need a check balance
Let me break it down for you 
this the real nigga challenge
You called Future 
when you didn't see the club (Ayy what?)
Lil Baby helped you get your lingo up (What?)
21 gave you false street cred
Thug made you 
feel like you a slime in your head (Ayy what?)
Quavo said you can be from Northside (What?)
2 Chainz say you good but he lied
You run to Atlanta when you need a few dollars
No you not a colleague you a fuckin' colonizer
The family matter and the truth of the matter
It was God's plan to show y'all the liar

Mm
Mm-mm
He a fan he a fan he a fan (Mm)
He a fan he a fan he a
Freaky-ass nigga he a 69 God
Freaky-ass nigga he a 69 God
Hey hey hey hey run for your life
Hey hey hey hey run for your life
Freaky-ass nigga he a 69 God
Freaky-ass nigga he a 69 God
Hey hey hey hey run for your life
Hey hey hey hey run for your life
Let me hear you say ""OV-ho"" (OV-ho)
Say ""OV-ho"" (OV-ho)
Then step this way step that way
Then step this way step that way

Are you my friend?
Are we locked in?
Then step this way step that way
Then step this way step that way
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보",290
12,Empire State Of Mind (feat. Alicia Keys),JAY-Z(제이지),"JAY-Z> 
Yeah Yeah, I'm out that Brooklyn
Now I'm down in TriBeCa
Right next to DeNiro
But I'll be hood forever
I'm the new Sinatra
And since I made it here
I can make it anywhere
Yeah they love me everywhere
I used to cop in Harlem
All of my Dominicanos 
Right there up on Broadway
Brought me back to that McDonalds
Took it to my stash spot
Five sixty stage street
Catch me in the kitchen like a Simmons whipping Pastry
Cruising down 8th street
Off white Lexus
Driving so slow but BK is from Texas
Me I'm up at Bed-Stuy
Home of that boy Biggie
Now I live on Billboard
And I brought my boys with me
Say wat up to Ty Ty, still sipping Malta
Sittin' courtside Knicks and Nets give me high fives
Nigga I be spiked out, I can trip a referee
Tell by my attitude that I'm most definitely from… 

ALICIA KEYS> 
In New York
Concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Let's hear it for New York, New York, New York 

JAY-Z> 
I made you hot nigga
Catch me at the X with OG at a Yankee game
Shit I made the Yankee hat more famous than a Yankee can
You should know I bleed blue, but I ain't a crip though
But I got a gang of niggas walking with my click though
Welcome to the meltin' pot
Corners where we sellin' rocks
Afrika Bambaataa shit
Home of the hip-hop
Yellow cap, gypsy cap, dollar cab, holla back
For foreigners it ain't for, they act like they forgot how to act
8 million stories out there and their naked
City is a pity half of y'all won't make it
Me I gotta plug special Ed ""I got it made"" 
If Jesus payin' Lebron, I'm paying Dwayne Wade
Three dice cee-lo, three card molly
Labor day parade, rest in peace Bob Marley
Statue of Liberty, long live the World Trade
Long live the king yo
I'm from the Empire State that's… 

ALICIA KEYS> 
In New York
Concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Let's hear it for New York, New York, New York 

JAY-Z> 
Lights is blinding
Girls need blinders 
So they can step out of bounds quick
The side lines is blind with casualties
Who sippin' life casually, then gradually become worse
Don't bite the apple eve
Caught up in the in crowd
Now you're in-style
And in the winter gets cold en vogue with your skin out
The city of sin is a pity on a whim
Good girls gone bad, the city's filled with them
Mommy took a bus trip, now she got her bust out
Everybody ride her, just like a bus route
Hail Mary to the city, you're a virgin
And Jesus can't save you, life starts when the church end
Came here for school, graduated to the high life
Ball players, rap stars, addicted to the limelight
MDMA got you feeling like a champion
The city never sleeps, better slip you an Ambien 

ALICIA KEYS> 
In New York
Concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Let's hear it for New York, New York, New York 

One hand in the air for the big city
Street lights, big dreams all looking pretty
No place in the world that can compare
Put your lighters in the air, everybody say yeaa yeaa yeaa yeaa
Come on, come on

In New York
Concrete jungle where dreams are made of
There's nothing you can't do
Now you're in New York
These streets will make you feel brand new
Big lights will inspire you
Let's hear it for New York, New York, New York
cindyym 님이 등록해 주신 가사입니다.
가사 오류 제보","37,952"
13,[19금] Paint The Town Red,Doja Cat(도자 캣) CONNECT 아티스트,"청소년 보호법에 따라 19세 미만의 청소년이 이용할 수 없습니다.
성인 인증 후 이용해 주세요. (연 1회)
성인 인증 하기","1,682"
14,Mood (feat. iann dior),24KGoldn,"Why you always in a mood?
Fuckin 'round actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
Why you alwaysinamood?
Fuckin 'round actin'brand new
I ain'ttryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
I could never get attached
When I start to feel under attack
Somehow always end up feeling bad
Baby I am not your dad
Is that all you want from me?
I just want your company
Girl it's obvious elephant in the room
And we're a part of it
Don't act so confused
And you love startin' it now I'm in a mood
Now we arguin' in my bedroom
We play games of love
To avoid the depression
We been here before
And I won't be your victim
Why you always in a mood?
Fuckin 'round actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
Why you always in a mood?
Fuckin 'round actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
So why you tryin' to fake
Your love on the regular
When you could be blowin'
Up just like my cellular
I won't ever let a shorty go and set me up
Only thing I need to know is
If you wet enough
I'm talking slick back
Kick back gang sippin' fourties
You keep playin
Not another day with you shorty
Mismatch bitch that was way
Before you know me
Got a lot of love
Well you better save it for me
We play games of love
To avoid the depression
We been here before
And I won't be your victim
Why you always in a mood?
Fuckin 'round actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
Why you always in a mood?
Fuckin 'round actin' brand new
I ain't tryna tell you what to do
But try to play it cool
Baby I ain't playing by your rules
Everything look better with a view
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보","3,265"
15,"I'm The One (feat. Justin Bieber, Quavo, Chance The Rapper & Lil Wayne)",DJ Khaled(디제이 칼리드) CONNECT 아티스트,"We The Best Music
Another One!
DJ Khaled

Yeah you're lookin' at the truth the money never lie no
I'm the one yeah I'm the one
Early mornin' in the dawn know you wanna ride now. That's right.
I'm the one yeah. That's right.
I'm the one yeah
Yeah you're sick of all those other imitators
Don't let the only real one intimidate you
See you watching going out of time now

I'm the one yeah oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one

Yo yo. Quavo
I'm the one that hit that same spot. Hit it.
She the one that bring them rain drops rain drops.
We go back remember criss-cross and hopscotch hopscotch?
You the one that hold me down when the block's hot hot.
I make your dreams come true when you wake up. Dream.
And your look's just the same without no make up eh.
Had to pull up on your mama see what you're made of. Mama.
Ain't gotta worry 'bout 'em commas 'cause my cake up hey
You can run inside my life from that fame bus
'Cause I promise when we step out you'll be famous yeah
Modern day Bonnie and Clyde what they named us. Why?
'Cause when we pull up—prr prr—all angles

Yeah you're lookin' at the truth the money never lie no
I'm the one yeah I'm the one
Early mornin' in the dawn know you wanna ride now. That's right.
I'm the one yeah. That's right.
I'm the one yeah
Yeah you're sick of all those other imitators
Don't let the only real one intimidate you
See you watching girl don't run outta time now

I'm the one yeah oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one

Okay though
She beat her face out with that new Chanel
She like the price she see the ice it make her coochie melt
When I met her in the club I asked her who she felt
Then she went and put that booty on that Gucci belt
We don't got no label
She say she want bottles she ain't got no table
She don't got no bed frame she don't got no tables
We just watching Netflix she ain't got no cable. Okay though.
Plug plug plug I'm the plug for her
She want a nigga that pull her hair and hold the door for her
Baby that's only me bitch it okay with me
Gimme okay okay though

Yeah you're lookin' at the truth the money never lie no
I'm the one yeah I'm the one
Early mornin' in the dawn know you wanna ride now. That's right.
I'm the one yeah. That's right.
I'm the one yeah
Yeah you're sick of all those other imitators
Don't let the only real one intimidate you
See you watching girl don't run outta time now

I'm the one yeah oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one

Lookin' for the one well bitch you're looking at the one
I'm the best yet and yet my best is yet to come
'Cause I've been lookin' for somebody not just any fuckin' body
Don't make me catch a body that's for any and everybody
Oh my God! She hit me up all day give no response
Bitch you blow my high that's like turning gold to bronze
Roll my eyes
And when she on the molly she a zombie
She think we Clyde and Bonnie but it's more like Whitney Bobby
God forgive me
Tunechi and finessin' I'm a legend
Straight up out The Crescent fly your bae down for the Essence
For the record I knew Khaled when that boy was spinnin' records
Moolah gang winning record I'm just flexing on my exes oh God

Yeah you're lookin' at the truth the money never lie no
I'm the one yeah I'm the one
Early mornin' in the dawn know you wanna ride now. That's right.
I'm the one yeah. That's right.
I'm the one yeah
Yeah you're sick of all those other imitators
Don't let the only real one intimidate you
See you watching girl don't run outta time now

I'm the one yeah oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one oh-eh-oh oh-eh-oh
I'm the one oh-eh-oh oh-eh-oh
I'm the only one

Another one
Don't you know girl don't you know girl
I am the one for you I'm the one yeah I'm the one
Don't you know girl don't you know girl
I am the one for you I'm the one yeah I'm the one
Don't you know girl don't you know girl
I am the one for you I'm the one yeah I'm the one
Don't you know girl don't you know girl
I am the one for you I'm the one yeah I'm the one
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","9,576"
16,Dilemma (feat. Kelly Rowland),Nelly(넬리),"I love you and I need you
Nelly, I love you, I do,
Need you 

No matter what I do
All I think about is you 
Even when I'm with my Boo
Boy, you know I'm crazy over you 

No matter what I do 
All I think about is you 
Even when I'm with my Boo
You know I'm crazy over you 

Uh-uh
I met this chick and she just moved right up
the block from me 
And she got the hots for me, 
the finest thing i'd ever seen 

But oh, no, no, she got a man 
and a son doh-oh, but that's okay 
‘Cuz I wait for my cue and just listen, play my position 
Like a shortstop, pick up e'rything mama hittin' 

And in no time I better make this with her mine
and that's for sure
‘Cos I-I never been the type to break up a happy home 
But uh there's something ‘bout baby girl, 
I just can't leave alone

So tell me, ma, what's it gonna be 
She said, You don't know what you mean to me,

No matter what I do 
All I think about is you 
Even when I'm with my Boo
Boy, you know I'm crazy over you 

No matter what I do 
All I think about is you 
Even when I'm with my Boo 
You know I'm crazy over you 

Uh-uh-uh-uh 
I see a lot in your look and I never say a word 
I know how niggas start actin trippin 
out here about they girl 

And there's no way-hey-hey Nelly gon' fight 
ova no dame as you could see 
But I like your steeze, your style, your whole demeanor 
The way you come through and holler, 
and swoop me in his two-seater 

Now that's gangsta and I got special ways to thank ya
don't you forget it 

But uh it ain't that easy for you to pack up and leave him 
But uh you and dirty got ties for different reasons 
I respect that and right before I turned to leave 
She said, 
“You don't know what you mean to me,” come on 

No matter what I do 
All I think about is you 
Even when I'm with my Boo
Boy, you know I'm crazy over you 

No matter what I do 
All I think about is you 
Even when I'm with my Boo 
You know I'm crazy over you 

Sing it for me, Kelly 
I love you and I need you 
Nelly, I love you, I do 
And it's more than you'll ever know 
Boy, it's for sure 
You can always count on my love 
Forever more, yeah, yeah 

East coast, I know you're shakin' right 
Down south, I know you're bouncin' right 
West coast, I know you're walkin' right 
(‘Cos you don't know what you mean to me) 
Midwest, I see you swingin' right 

No matter what I do 
All I think about is you 
Even when I'm with my Boo 
Boy, you know I'm crazy over you 

No matter what I do 
All I think about is you 
Even when I'm with my Boo 
You know I'm crazy over you 

East coast, I know you're shakin'right 
Down south, I know you're bouncin'right 
West coast, I know you're walkin'right 
(You don't know what you mean to me)
Midwest, I see you swingin'right

East coast, you're still shakin'right 
Down south, I know you're bouncin'right 
West coast, I know you're walkin'right 
(You don't know what you mean to me)
Midwest, you're still swingin'right 

No matter what I do 
All I think about is you 
Even when I'm with my Boo 
Boy, you know I'm crazy over you 

No matter what I do 
All I think about is you 
Even when I'm with my Boo
You know I'm crazy over you 

Yeah, yeah 
East coast, I know you're shakin'right 
Down south, I know you're bouncin'right 
West coast, I know you're walkin'right 
(You don't know what you mean to me)
Midwest, I see you swingin'right 

East coast, you're still shakin'right 
Down south, I see you're bouncin'right 
West coast, I know you're walkin'right 
(You don't know what you mean to me) 
Midwest, you're still swingin'right.
bugsmanager 님이 등록해 주신 가사입니다.
가사 오류 제보","56,344"
17,Chosen (feat. Ty Dolla $ign),Blxst,"Aye
When it come to you
Pistol I bust issue with trust
Won't let no one get a piece of your love
Yeah base it on loyalty base it on us
I ain't the picture perfect
Type but I'm making it up
You say you want a bag flipper
I can't get enough
I'm rich alone but when I'm with you
I'm richer as fuck
Forbidden fruit on apple juice
Can I sip on the cup?
Mix it with some 1942 and I'm beating you up
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only yeah
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only
Girl you chosen
Sign this NDA no
You can't bring no phones in
We walk in and they like
What's all the commotion?
No he can't step a foot in
Here if we don't know him
Treat you special girl
I hit you with the roses
Cancel your boyfriend he's too controlling
Get along better with me
Fuck it up when you bust wide open
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only yeah
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only
Yeah I fuck with her yeah
Brand new Rollie got you frozen
Two more shots got that pussy wide open
Say she wanna go another round
Don't provoke him
Shawty up and down
On the pole like she voting
I like when you talk that shit to me
Bitches ain't nothing new but
You know how to do it to me
Ass up face down we can make a lil' movie
I'm the rapper you the groupie
Got it wetter than jacuzzi
She love me like Lucy
I'm a dog I'm a dog like Snoopy
Getting head under sheets
And you sweating out ya weave
Rich nigga I ain't
Cheap when I like what I see
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only yeah
Girl you chosen fuck it
Up when you bust wide open
It's a ocean I'm just imposing
That you give it to me and just me only
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","1,514"
18,recluse,blackwave.,"가사 준비 중입니다. 일반 가사 신청 실시간 가사 신청
벅스패널이 되면 가사를 등록하실 수 있습니다. 벅스패널이란?",24
19,Boss Bitch,Doja Cat(도자 캣) CONNECT 아티스트,"I ain't tryna
I ain't tryna
I ain't tryna
Yeah ain't tryna be cool like you
Wobblin' around in your high-heeled shoes
I'm clumsy made friends with the floor
Two for one you know a bitch buy four
And two left feet you know I always drop
First thing a girl did was a bop
I'm the whole damn cake and the cherry on top
Shook up the bottom made a good girl pop
You ain't even here to party
Ken in the club tryna pipe a Barbie
I don't wanna go go go with the flow
Back-bend till I touch my toes and
I don't wanna row row row the boat
Wrist full of rocks and I hope I float
Big up yourself 'cause you know they don't
I chew chew chew 'cause they hope I choke
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
Said bitch I'ma ask what you've been a B for
I've been a stallion you've been a sea horse
Don't need a report don't need a press run
All of my bad pics with all my best ones
I wear the hat and I wear the pants
I am advanced so I get advance
And I do my dance and cancel their plans
Said boo don't be mad 'cause you had a chance
Drop
Said I took it and I ran for it
I run it and I stand on it
Money on the floor when we dance on it
Shine bright finna put a tan on it
Said I took it and I ran for it
I run it and I stand on it
Money on the floor when we dance on it
Shine bright finna put a tan on it like
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
(I'm a bitch I'm a boss)
(I'm a bitch I'm a boss)
(I'm a bitch I'm a boss)
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
I'm a bitch I'm a boss
I'm a bitch and a boss I'ma shine like gloss
sbyr9521 님이 등록해 주신 가사입니다.
가사 오류 제보","3,837"
20,Step Back!,1nonly,"Said wassup
Bitch
Whats happenin
Yo bitch tryna suck on my dick I might tap it
See this 40 round clip the grip I might grab it
My hollow point tip yo lip it cause havoc
So out my way
Bitch move it
Fuck it up
I got like way too many bands pockets flooded up
What I got in my advance
Would make yo stomach fucked
I keep a strap up on my waste
I got a hollow tucked
Like damn
Move out my way
Got new money coming bitch stack my pape
I leave his ass wanted I aint catch a case
New whip no keys electric race
Like what the fuck u bitch
U jake u fake u off the grid
Yo face decay I shoot yo limbs
My K 2 dicks I got 2 twins
Cuz im boomin all these pussy bitches
That be talkin nothing to my face
He wanna pull up with a gat then get sprayed
Fuck that
Got 2 dicks on me got one for ur bitch
And the other wit a laser get tased
Slide thru go drift in a civ after talking to yo bitch
Leave a red dot beam to yo face
And my money making money
Where yo bands go bitch fuck around
Imma pull up and ill catch another case
Like damn shit what yo clique gone do?
When I slide to yo crib what yo blick gon do?
Got yo girl up on my line what yo bitch gon do?
Curb stomp a pussy bitch what my ricks gon thru
Like damn shit
And I keep that boom
If its over me and u who yo bitch gon choose?
Flex a hunnid dollar shoes what yo fit gon prove?
And u see me going up why u look confused uh
Aye
Aye
Aye
Tell a pussy boy that I said step back
Mothafucka wanna talk but I'm gettin a bag
I see the reason
That the mothafuckas takin it bad
They know they never wanna be the one
To step like that
Like boom bitch
You don't want this
Imma pull up with the clique
Pussy wanna talk shit
Like
Every mothafucka wanna talk about another
But they never wanna be the one
To pull up the numbers
See me doin good now they wanna say I said so
Tell me why
They never gave a minute from the get go
Tell me why
They never wanna mothafuckin let go
Tell me why my legacy is boutta be in set stone
You don't really wanna play on my 9th life
Like oh my
Put em in a lyrical drive by
I slide by spittin like a mothafuckin villain
Imma never let em ride
Till they pickin the right side
The cyanide
In ya drink go bye bye
Make plays get paid for my own time
Stay away from the mothafuckas
Tryna' be the one to take a blade to my name
I choose life
Revenge on my chest I stay at my best
They stayin' mad
That I be winning do I make you upset
I'm makin' moves and now they comin'
Cos I'm gettin some bread
But you weren't there when I was broke
And now you think that we friends
Forget it
Like damn
Move out my way
Got new money coming bitch stack my pape
I leave his ass wanted I aint catch a case
New whip no keys electric race
Like what the fuck u bitch
U jake u fake u off the grid
Yo face decay I shoot yo limbs
My K 2 dicks I got 2 twins
Bugs 님이 등록해 주신 가사입니다.
가사 오류 제보",522
